StockCode,Description,TotalQuantity,AvgQuantity,OrderCount,TotalRevenue,AvgPrice,UniqueOrders,UniqueCustomers,RevenuePerOrder,ItemsPerOrder,CustomerPenetration
46776A,WOVEN BUBBLE GUM CUSHION COVER,14,2.33,6,69.3,11.55,6,6,11.549999999999999,2.3333333333333335,0.0013828070984097719
46776B,WOVEN BERRIES CUSHION COVER ,15,2.14,7,74.25,10.61,7,6,10.607142857142858,2.142857142857143,0.0013828070984097719
46776C,WOVEN FROST CUSHION COVER,11,1.83,6,54.45,9.08,6,6,9.075000000000001,1.8333333333333333,0.0013828070984097719
46776D,WOVEN SUNSET CUSHION COVER ,12,4.0,3,59.4,19.8,3,3,19.8,4.0,0.0006914035492048859
46776E,WOVEN CANDY CUSHION COVER ,14,2.8,5,69.3,13.86,5,5,13.86,2.8,0.00115233924867481
46776F,WOVEN ROSE GARDEN CUSHION COVER ,19,2.38,8,94.05,11.76,8,6,11.75625,2.375,0.0013828070984097719
47013A,WINE BOTTLE DRESSING LT.BLUE,14,3.5,4,3.04,0.76,4,4,0.76,3.5,0.0009218713989398478
47013C,WINE BOTTLE DRESSING DARK BLUE,43,6.14,7,5.5,0.79,7,7,0.7857142857142857,6.142857142857143,0.0016132749481447338
47016,LIGHT DECORATION BATTERY OPERATED,2,2.0,1,4.2,4.2,1,1,4.2,2.0,0.00023046784973496196
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,518,34.53,15,230.4,15.36,15,12,15.360000000000001,34.53333333333333,0.0027656141968195437
47310M,SMALL POP BOX FUNKY MONKEY,172,4.91,35,210.48,6.01,34,20,6.1905882352941175,5.0588235294117645,0.00460935699469924
47310M,"SMALL POP BOX,FUNKY MONKEY",93,7.15,13,116.25,8.94,13,8,8.942307692307692,7.153846153846154,0.0018437427978796957
47341A,FUSCHIA TABLE RUN FLOWER ,27,5.4,5,38.75,7.75,5,5,7.75,5.4,0.00115233924867481
47341B,BLUE TABLE RUN FLOWER,45,4.09,11,56.25,5.11,11,11,5.113636363636363,4.090909090909091,0.002535146347084582
47343A,FUSCHIA FLOWER PURSE WITH BEADS,159,11.36,14,145.17,10.37,14,13,10.369285714285713,11.357142857142858,0.0029960820465545056
47344B,BLUE FLOWER DES PURSE,44,7.33,6,43.66,7.28,6,6,7.276666666666666,7.333333333333333,0.0013828070984097719
47348A,FUSCHIA VOILE POINTY SHOE DEC,97,6.47,15,50.31,3.35,15,11,3.354,6.466666666666667,0.002535146347084582
47351B,BLUE  VOILE LAMPSHADE,86,9.56,9,234.5,26.06,9,7,26.055555555555557,9.555555555555555,0.0016132749481447338
47367B,PAIR PADDED HANGERS PINK CHECK,57,5.18,11,194.55,17.69,11,11,17.686363636363637,5.181818181818182,0.002535146347084582
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,8,1.33,6,23.6,3.93,6,6,3.9333333333333336,1.3333333333333333,0.0013828070984097719
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,3,1.0,3,11.69,3.9,3,3,3.8966666666666665,1.0,0.0006914035492048859
47420,ASSORTED COLOUR SUCTION CUP HOOK,202,10.63,19,38.38,2.02,13,11,2.9523076923076923,15.538461538461538,0.002535146347084582
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,975,15.48,63,385.02,6.11,54,16,7.13,18.055555555555557,0.0036874855957593914
47422,ASSORTED MONKEY SUCTION CUP HOOK,555,10.09,55,220.14,4.0,42,16,5.241428571428571,13.214285714285714,0.0036874855957593914
47469,ASSORTED SHAPES PHOTO CLIP SILVER ,359,21.12,17,167.11,9.83,11,10,15.191818181818183,32.63636363636363,0.00230467849734962
47471,RAINBOW PEGS PHOTO CLIP STRING,264,10.15,26,150.18,5.78,24,19,6.2575,11.0,0.004378889144964277
47480,HANGING PHOTO CLIP ROPE LADDER,692,12.81,54,1092.88,20.24,52,29,21.016923076923078,13.307692307692308,0.006683567642313897
47481,50CM METAL STRING WITH  7 CLIPS,222,11.1,20,164.22,8.21,19,15,8.643157894736841,11.68421052631579,0.0034570177460244295
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,2754,16.39,168,1261.69,7.51,161,123,7.836583850931677,17.1055900621118,0.028347545517400322
47503H,ASS FLORAL PRINT SPIRIT LEVEL ,96,2.67,36,92.08,2.56,32,30,2.8775,3.0,0.006914035492048859
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,1,1.0,1,7.95,7.95,1,1,7.95,1.0,0.00023046784973496196
47504H,ENGLISH ROSE SPIRIT LEVEL ,948,10.3,92,860.88,9.36,92,68,9.357391304347827,10.304347826086957,0.015671813781977413
47504K,ENGLISH ROSE GARDEN SECATEURS,1958,10.94,179,1826.78,10.21,174,141,10.498735632183909,11.25287356321839,0.03249596681262964
47518F,ICON PLACEMAT POP ART ELVIS,827,29.54,28,113.64,4.06,28,19,4.058571428571429,29.535714285714285,0.004378889144964277
47556B,TEA TIME TEA TOWELS ,2600,1300.0,2,6045.0,3022.5,2,1,3022.5,1300.0,0.00023046784973496196
47559B,TEA TIME OVEN GLOVE,2004,8.15,246,2416.67,9.82,241,152,10.027676348547718,8.315352697095436,0.03503111315971422
47563A,RETRO LONGBOARD IRONING BOARD COVER,199,4.33,46,251.25,5.46,45,31,5.583333333333333,4.4222222222222225,0.007144503341783821
47566,PARTY BUNTING,15295,10.95,1397,68844.33,49.28,1380,708,49.887195652173915,11.083333333333334,0.16317123761235308
47566B,TEA TIME PARTY BUNTING,2291,7.23,317,10445.25,32.95,313,192,33.37140575079872,7.319488817891374,0.0442498271491127
47567B,TEA TIME KITCHEN APRON,592,4.62,128,3289.72,25.7,120,81,27.41433333333333,4.933333333333334,0.01866789582853192
47570B,TEA TIME TABLE CLOTH,180,6.92,26,1642.68,63.18,26,23,63.18,6.923076923076923,0.005300760543904126
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,423,8.13,52,366.25,7.04,50,36,7.325,8.46,0.00829684259045863
47574B,ENGLISH ROSE SCENTED HANGING HEART,4,2.0,2,17.0,8.5,2,2,8.5,2.0,0.0004609356994699239
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,198,6.39,31,168.3,5.43,27,26,6.233333333333333,7.333333333333333,0.005992164093109011
47579,TEA TIME BREAKFAST BASKET,1,1.0,1,2.1,2.1,1,1,2.1,1.0,0.00023046784973496196
47580,TEA TIME DES TEA COSY,330,4.23,78,818.71,10.5,76,55,10.7725,4.342105263157895,0.01267573173542291
47585A,PINK FAIRY CAKE CUSHION COVER,102,3.78,27,382.5,14.17,27,23,14.166666666666666,3.7777777777777777,0.005300760543904126
47586A,PINK FAIRY CAKE CUSHION COVER,21,2.62,8,53.55,6.69,8,7,6.69375,2.625,0.0016132749481447338
47589,CONGRATULATIONS BUNTING,13,4.33,3,70.85,23.62,3,3,23.616666666666664,4.333333333333333,0.0006914035492048859
47590A,BLUE HAPPY BIRTHDAY BUNTING,1950,5.48,356,10107.52,28.39,355,228,28.471887323943662,5.492957746478873,0.05254666973957133
47590B,PINK HAPPY BIRTHDAY BUNTING,2287,6.3,363,11688.15,32.2,359,238,32.5575208913649,6.370473537604457,0.05485134823692095
47591B,SCOTTIES CHILDRENS APRON,38,3.8,10,62.7,6.27,10,9,6.2700000000000005,3.8,0.0020742106476146576
47591D,PINK FAIRY CAKE CHILDRENS APRON,3144,7.84,401,5823.36,14.52,397,250,14.668413098236774,7.919395465994962,0.057616962433740496
47593A,CAROUSEL PONIES BABY BIB,33,2.54,13,14.37,1.11,12,10,1.1975,2.75,0.00230467849734962
47593B,SCOTTIE DOGS BABY BIB,1663,17.32,96,676.39,7.05,94,68,7.19563829787234,17.69148936170213,0.015671813781977413
47594A,CAROUSEL DESIGN WASHBAG,52,2.0,26,101.4,3.9,26,26,3.9000000000000004,2.0,0.005992164093109011
47594B,SCOTTIES DESIGN WASHBAG,91,3.03,30,177.45,5.92,30,26,5.915,3.033333333333333,0.005992164093109011
47599A,PINK PARTY BAGS,2409,16.5,146,4481.62,30.7,144,102,31.12236111111111,16.729166666666668,0.02350772067296612
47599B,BLUE PARTY BAGS ,1451,13.44,108,2728.94,25.27,108,69,25.267962962962965,13.435185185185185,0.015902281631712378
48111,DOORMAT 3 SMILEY CATS,1107,6.25,177,6715.25,37.94,174,111,38.5933908045977,6.362068965517241,0.02558193132058078
48116,DOORMAT MULTICOLOUR STRIPE,1419,9.99,142,8053.22,56.71,141,88,57.11503546099291,10.063829787234043,0.020281170776676655
48129,DOORMAT TOPIARY,880,4.81,183,5644.46,30.84,182,125,31.013516483516483,4.835164835164835,0.028808481216870248
48138,DOORMAT UNION FLAG,3625,6.97,520,23697.99,45.57,516,313,45.92633720930233,7.025193798449612,0.0721364369670431
48173C,DOORMAT BLACK FLOCK ,1787,10.15,176,9822.2,55.81,173,105,56.77572254335261,10.329479768786127,0.024199124222171006
48184,DOORMAT ENGLISH ROSE ,1975,5.52,358,13470.95,37.63,356,227,37.83974719101124,5.547752808988764,0.05231620188983637
48185,DOORMAT FAIRY CAKE,3429,14.05,244,21187.69,86.83,241,143,87.91572614107884,14.228215767634854,0.03295690251209956
48187,DOORMAT NEW ENGLAND,3721,6.93,537,22968.25,42.77,531,314,43.254708097928436,7.007532956685499,0.07236690481677806
48188,DOORMAT WELCOME PUPPIES,2028,8.02,253,11544.2,45.63,252,163,45.810317460317464,8.047619047619047,0.0375662595067988
48194,DOORMAT HEARTS,3271,6.76,484,19948.81,41.22,480,286,41.56002083333333,6.814583333333333,0.06591380502419912
51008,AFGHAN SLIPPER SOCK PAIR,511,26.89,19,1662.95,87.52,19,16,87.52368421052631,26.894736842105264,0.0036874855957593914
51014A,"FEATHER PEN,HOT PINK",3621,22.49,161,1777.61,11.04,157,106,11.322356687898088,23.063694267515924,0.02442959207190597
51014C,"FEATHER PEN,COAL BLACK",2462,21.79,113,1180.26,10.44,110,71,10.729636363636363,22.381818181818183,0.0163632173311823
51014L,"FEATHER PEN,LIGHT PINK",1936,18.09,107,951.54,8.89,105,72,9.062285714285714,18.438095238095237,0.01659368518091726
51020A,SUMMER FUN DESIGN SHOWER CAP,325,18.06,18,116.33,6.46,18,16,6.462777777777777,18.055555555555557,0.0036874855957593914
51020B,STRIPY DESIGN SHOWER CAP,197,13.13,15,70.57,4.7,15,13,4.704666666666666,13.133333333333333,0.0029960820465545056
62018,SOMBRERO ,4402,74.61,59,5691.5,96.47,59,39,96.46610169491525,74.61016949152543,0.008988246139663517
62043B,BLUE CHECK BAG W HANDLE 34X20CM,17,3.4,5,14.11,2.82,5,5,2.822,3.4,0.00115233924867481
62074B,ELEPHANT CLIP W SUCTION CUP,16,4.0,4,6.72,1.68,4,4,1.68,4.0,0.0009218713989398478
62086A,PINK RETRO BIG FLOWER BAG,86,6.62,13,167.7,12.9,13,13,12.899999999999999,6.615384615384615,0.0029960820465545056
62094B,TURQ ICE CREAM BUM BAG ,13,4.33,3,33.15,11.05,3,2,11.049999999999999,4.333333333333333,0.0004609356994699239
62096A,PINK/YELLOW FLOWERS HANDBAG,106,13.25,8,132.5,16.56,8,7,16.5625,13.25,0.0016132749481447338
62096B,PURPLE/TURQ FLOWERS HANDBAG,2,2.0,1,2.5,2.5,1,1,2.5,2.0,0.00023046784973496196
62097B,BLUE STRIPES SHOULDER BAG,9,3.0,3,7.47,2.49,3,2,2.4899999999999998,3.0,0.0004609356994699239
70006,LOVE HEART POCKET WARMER,2620,32.35,81,1657.7,20.47,78,72,21.252564102564104,33.58974358974359,0.01659368518091726
70007,HI TEC ALPINE HAND WARMER,732,12.62,58,639.36,11.02,53,46,12.063396226415094,13.81132075471698,0.010601521087808251
71038,WHITE HANGING BEADS CANDLE HOLDER,239,4.88,49,1244.95,25.41,47,34,26.488297872340425,5.085106382978723,0.007835906890988707
71050,SMALL SINGLE FLAME CANDLE HOLDER,33,5.5,6,11.55,1.92,6,5,1.925,5.5,0.00115233924867481
71053,WHITE METAL LANTERN,1591,6.36,250,5713.03,22.85,238,145,24.004327731092435,6.684873949579832,0.03341783821156949
71053,WHITE MOROCCAN METAL LANTERN,48,3.69,13,202.92,15.61,12,9,16.91,4.0,0.0020742106476146576
71101E,STANDING FAIRY POLE SUPPORT ,348,15.13,23,280.2,12.18,22,17,12.736363636363636,15.818181818181818,0.003917953445494353
71143,SILVER BOOK MARK WITH BEADS,10,10.0,1,8.5,8.5,1,1,8.5,10.0,0.00023046784973496196
71215,METAL BASE FOR CANDLES,11,5.5,2,4.62,2.31,2,2,2.31,5.5,0.0004609356994699239
71270,PHOTO CLIP LINE,207,5.91,35,259.96,7.43,31,16,8.385806451612902,6.67741935483871,0.0036874855957593914
71279,PINK GLASS CANDLEHOLDER,156,5.38,29,450.6,15.54,27,20,16.68888888888889,5.777777777777778,0.00460935699469924
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",54,3.86,14,159.3,11.38,13,12,12.253846153846155,4.153846153846154,0.0027656141968195437
71406C,BLACK ORANGE SQUEEZER,138,6.57,21,57.96,2.76,21,13,2.7600000000000002,6.571428571428571,0.0029960820465545056
71459,HANGING JAM JAR T-LIGHT HOLDER,10528,33.85,311,8164.12,26.25,310,193,26.335870967741936,33.961290322580645,0.04448029499884766
71459,HANGING JAM JAR T-LIGHT HOLDERS,2413,34.97,69,1867.33,27.06,69,61,27.062753623188406,34.971014492753625,0.01405853883383268
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,5655,25.25,224,16570.29,73.97,221,145,74.97868778280544,25.58823529411765,0.03341783821156949
71477,COLOURED GLASS STAR T-LIGHT HOLDER,997,22.66,44,3478.83,79.06,42,31,82.82928571428572,23.738095238095237,0.007144503341783821
71495A,CD WALL TIDY BLUE OFFICE,96,48.0,2,34.56,17.28,2,2,17.28,48.0,0.0004609356994699239
71495B,CD WALL TIDY RED FLOWERS,160,32.0,5,58.56,11.71,5,4,11.712,32.0,0.0009218713989398478
71496A,A4 WALL TIDY BLUE OFFICE,114,22.8,5,61.86,12.37,5,5,12.372,22.8,0.00115233924867481
71496B,A4 WALL TIDY RED FLOWERS,13,3.25,4,7.37,1.84,4,4,1.8425,3.25,0.0009218713989398478
71510,SQUARE METAL CANDLEHOLDER BASE,52,6.5,8,36.52,4.56,8,5,4.565,6.5,0.00115233924867481
72024U,LILAC VOTIVE CANDLE,72,24.0,3,15.12,5.04,3,3,5.04,24.0,0.0006914035492048859
72051S,BAG OF SILVER STONES,46,7.67,6,19.32,3.22,5,5,3.864,9.2,0.00115233924867481
72122,COFFEE SCENT PILLAR CANDLE,292,6.35,46,277.4,6.03,44,38,6.304545454545454,6.636363636363637,0.008757778289928554
72127,COLUMBIAN CANDLE ROUND ,168,5.6,30,208.1,6.94,29,25,7.175862068965517,5.793103448275862,0.005761696243374049
72128,COLUMBIAN CANDLE ROUND,189,5.73,33,145.53,4.41,33,28,4.41,5.7272727272727275,0.006453099792578935
72130,COLUMBIAN CANDLE ROUND,215,8.6,25,126.79,5.07,24,20,5.282916666666667,8.958333333333334,0.00460935699469924
72131,COLUMBIAN CANDLE RECTANGLE,137,7.21,19,238.35,12.54,18,14,13.241666666666667,7.611111111111111,0.0032265498962894676
72132,COLUMBIAN CUBE CANDLE,28,2.33,12,54.6,4.55,12,9,4.55,2.3333333333333335,0.0020742106476146576
72133,COLUMBIAN CANDLE RECTANGLE,39,2.79,14,48.75,3.48,13,11,3.75,3.0,0.002535146347084582
72134,COLUMBIAN  CUBE CANDLE ,98,12.25,8,47.18,5.9,8,6,5.8975,12.25,0.0013828070984097719
72140E,BEST DAD CANDLE LETTERS,31,3.88,8,26.35,3.29,8,8,3.29375,3.875,0.0018437427978796957
72225C,LAVENDER SCENT CAKE CANDLE,600,37.5,16,158.64,9.91,16,12,9.915,37.5,0.0027656141968195437
72232,FENG SHUI PILLAR CANDLE,3317,50.26,66,630.23,9.55,65,45,9.695846153846155,51.03076923076923,0.010371053238073288
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,689,7.25,95,1318.98,13.88,91,51,14.494285714285715,7.571428571428571,0.01175386033648306
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1248,8.98,139,2414.16,17.37,133,78,18.15157894736842,9.38345864661654,0.017976492279327034
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2060,12.96,159,3860.24,24.28,156,87,24.745128205128204,13.205128205128204,0.02005070292694169
72369A,PINK CLEAR GLASS CANDLE PLATE,28,7.0,4,35.0,8.75,3,3,11.666666666666666,9.333333333333334,0.0006914035492048859
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,626,16.47,38,262.92,6.92,37,36,7.105945945945947,16.91891891891892,0.00829684259045863
72598,SET/12 TAPER CANDLES,459,10.67,43,364.95,8.49,41,38,8.901219512195121,11.195121951219512,0.008757778289928554
72709,IVORY SCULPTED RND CANDLE ,44,6.29,7,37.4,5.34,7,4,5.3428571428571425,6.285714285714286,0.0009218713989398478
72741,GRAND CHOCOLATECANDLE,5801,23.11,251,7785.05,31.02,249,195,31.265261044176707,23.29718875502008,0.04494123069831758
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,386,2.84,136,3677.18,27.04,135,104,27.23837037037037,2.859259259259259,0.023968656372436045
72780,BLACK SILOUETTE CANDLE PLATE,137,6.85,20,116.45,5.82,20,18,5.8225,6.85,0.004148421295229315
72783,BLACK SIL'T SQU CANDLE PLATE ,16,8.0,2,33.6,16.8,2,2,16.8,8.0,0.0004609356994699239
72798C,SET/4 GARDEN ROSE DINNER CANDLE,7,2.33,3,11.55,3.85,3,3,3.85,2.3333333333333335,0.0006914035492048859
72799C,PINK PILLAR CANDLE SILVER FLOCK,80,4.44,18,123.68,6.87,18,17,6.871111111111111,4.444444444444445,0.003917953445494353
72799E,IVORY PILLAR CANDLE SILVER FLOCK,394,7.88,50,728.14,14.56,48,43,15.169583333333334,8.208333333333334,0.009910117538603365
72799F,IVORY PILLAR CANDLE GOLD FLOCK,128,5.82,22,368.0,16.73,21,19,17.523809523809526,6.095238095238095,0.004378889144964277
72800B, 4 PURPLE FLOCK DINNER CANDLES,140,3.59,39,270.76,6.94,36,31,7.521111111111111,3.888888888888889,0.007144503341783821
72800C,4 PINK DINNER CANDLE SILVER FLOCK,126,3.94,32,235.06,7.35,30,26,7.835333333333334,4.2,0.005992164093109011
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,86,2.87,30,219.3,7.31,29,20,7.562068965517242,2.9655172413793105,0.00460935699469924
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,453,4.44,102,921.39,9.03,96,62,9.5978125,4.71875,0.014289006683567642
72801C,4 ROSE PINK DINNER CANDLES,138,9.86,14,163.38,11.67,14,13,11.67,9.857142857142858,0.0029960820465545056
72801D,4 SKY BLUE DINNER CANDLES,58,4.83,12,72.5,6.04,12,10,6.041666666666667,4.833333333333333,0.00230467849734962
72801G,4 BURGUNDY WINE DINNER CANDLES,55,4.58,12,68.75,5.73,11,9,6.25,5.0,0.0020742106476146576
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,316,5.54,57,1275.92,22.38,55,44,23.198545454545457,5.745454545454545,0.010140585388338327
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,968,12.91,75,1749.94,23.33,75,54,23.332533333333334,12.906666666666666,0.012445263885687946
72802C,VANILLA SCENT CANDLE JEWELLED BOX,1375,15.11,91,2545.37,27.97,88,63,28.92465909090909,15.625,0.014519474533302604
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,530,12.93,41,722.5,17.62,40,30,18.0625,13.25,0.006914035492048859
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,340,5.0,68,1406.28,20.68,66,53,21.30727272727273,5.151515151515151,0.012214796035952985
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,350,4.27,82,1443.5,17.6,78,56,18.506410256410255,4.487179487179487,0.01290619958515787
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,669,5.97,112,2727.97,24.36,112,83,24.356875,5.973214285714286,0.019128831528001843
72811,SMALL ZINC/GLASS CANDLEHOLDER,49,8.17,6,67.25,11.21,6,6,11.208333333333334,8.166666666666666,0.0013828070984097719
72812,LARGE ZINC GLASS CANDLEHOLDER,18,4.5,4,49.98,12.5,4,3,12.495,4.5,0.0006914035492048859
72815,3 WICK CHRISTMAS BRIAR CANDLE ,2,2.0,1,7.5,7.5,1,1,7.5,2.0,0.00023046784973496196
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,827,25.84,32,842.51,26.33,31,26,27.17774193548387,26.677419354838708,0.005992164093109011
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1048,10.92,96,961.4,10.01,94,74,10.227659574468085,11.148936170212766,0.017054620880387186
72818,CHRISTMAS DECOUPAGE CANDLE,1821,28.02,65,782.77,12.04,63,51,12.424920634920635,28.904761904761905,0.01175386033648306
72819,CUPID DESIGN SCENTED CANDLES,208,6.93,30,436.4,14.55,30,28,14.546666666666665,6.933333333333334,0.006453099792578935
72821,CUPID SCENTED CANDLE IN GLASS,11,2.75,4,18.15,4.54,4,4,4.5375,2.75,0.0009218713989398478
75011,BLUE DAISY MOBILE,172,14.33,12,138.76,11.56,12,9,11.563333333333333,14.333333333333334,0.0020742106476146576
75013B,"STRING OF 8 BUTTERFLIES,PINK",25,3.57,7,41.25,5.89,6,6,6.875,4.166666666666667,0.0013828070984097719
75049L,LARGE CIRCULAR MIRROR MOBILE,6821,55.01,124,6107.05,49.25,118,71,51.75466101694916,57.80508474576271,0.0163632173311823
75131,METAL TUBE CHIME ON BAMBOO,488,37.54,13,522.56,40.2,13,13,40.19692307692307,37.53846153846154,0.0029960820465545056
75172,PAINTED SEA SHELL METAL WINDCHIME,93,11.62,8,85.31,10.66,8,8,10.66375,11.625,0.0018437427978796957
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,455,50.56,9,210.19,23.35,9,6,23.354444444444443,50.55555555555556,0.0013828070984097719
77079,DOLPHIN WINDMILL,1,1.0,1,2.12,2.12,1,1,2.12,1.0,0.00023046784973496196
77101A,UNION FLAG WINDSOCK,386,18.38,21,423.22,20.15,20,16,21.161,19.3,0.0036874855957593914
78033,FLAG OF ST GEORGE CHAIR,37,5.29,7,179.35,25.62,7,6,25.62142857142857,5.285714285714286,0.0013828070984097719
78034B,BLUE NETTING STORAGE HANGER,8,1.14,7,15.6,2.23,6,6,2.6,1.3333333333333333,0.0013828070984097719
78124,MAGAZINE RACK GEBRA ASSORTED ,191,10.61,18,247.75,13.76,17,16,14.573529411764707,11.235294117647058,0.0036874855957593914
79000,MOROCCAN TEA GLASS,3808,39.26,97,2761.6,28.47,95,69,29.069473684210525,40.084210526315786,0.015902281631712378
79026B,"S/4 ICON COASTER,ELVIS LIVES",25,2.78,9,10.61,1.18,9,7,1.1788888888888889,2.7777777777777777,0.0016132749481447338
79030D,TUMBLER BAROQUE,408,15.69,26,159.12,6.12,25,22,6.3648,16.32,0.005070292694169164
79030D,"TUMBLER, BAROQUE",54,10.8,5,58.86,11.77,5,5,11.772,10.8,0.00115233924867481
79030G,TUMBLER NEW ENGLAND,1226,29.19,42,478.14,11.38,41,35,11.661951219512195,29.902439024390244,0.00806637474072367
79030G,"TUMBLER, NEW ENGLAND",138,12.55,11,131.94,11.99,11,11,11.994545454545454,12.545454545454545,0.002535146347084582
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,591,21.11,28,207.39,7.41,26,23,7.976538461538461,22.73076923076923,0.005300760543904126
79051A,SMOKEY GREY COLOUR GLASS,200,16.67,12,58.0,4.83,11,10,5.2727272727272725,18.181818181818183,0.00230467849734962
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",52,13.0,4,19.4,4.85,4,4,4.85,13.0,0.0009218713989398478
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",235,16.79,14,43.65,3.12,14,13,3.117857142857143,16.785714285714285,0.0029960820465545056
79063D,"RETRO PILL BOX , REVOLUTIONARY",189,17.18,11,34.91,3.17,10,9,3.4909999999999997,18.9,0.0020742106476146576
79066K,RETRO MOD TRAY,739,6.72,110,618.13,5.62,110,69,5.619363636363636,6.718181818181818,0.015902281631712378
79067,CORONA MEXICAN TRAY,143,7.94,18,496.25,27.57,18,16,27.569444444444443,7.944444444444445,0.0036874855957593914
79071B,ENGLISH ROSE METAL WASTE BIN,20,1.82,11,59.0,5.36,11,10,5.363636363636363,1.8181818181818181,0.00230467849734962
79144B,PAINTED LIGHTBULB STAR+ MOON,108,6.75,16,42.96,2.68,15,14,2.864,7.2,0.0032265498962894676
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,64,9.14,7,24.48,3.5,6,5,4.08,10.666666666666666,0.00115233924867481
79149B,SILICON STAR BULB  BLUE,18,2.25,8,7.56,0.94,8,8,0.945,2.25,0.0018437427978796957
79151B,"SILICON CUBE 25W, BLUE",11,5.5,2,4.62,2.31,2,2,2.31,5.5,0.0004609356994699239
79157B,UBO-LIGHT TRIOBASE BLUE,4,2.0,2,3.4,1.7,2,2,1.7,2.0,0.0004609356994699239
79157V,UBO-LIGHT TRIOBASE PURPLE,5,1.67,3,4.25,1.42,3,3,1.4166666666666667,1.6666666666666667,0.0006914035492048859
79160,HEART SHAPE WIRELESS DOORBELL,446,8.26,54,798.84,14.79,48,30,16.642500000000002,9.291666666666666,0.006914035492048859
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,2,1.0,2,5.9,2.95,2,2,2.95,1.0,0.0004609356994699239
79163,BLACK CHAMPAGNE GLASS,1517,45.97,33,621.87,18.84,33,25,18.844545454545454,45.96969696969697,0.005761696243374049
79164,BLACK WINE GLASS,1672,79.62,21,699.96,33.33,19,12,36.84,88.0,0.0027656141968195437
79190A,RETRO PLASTIC 70'S TRAY,340,10.0,34,142.8,4.2,34,24,4.2,10.0,0.0055312283936390875
79190B,RETRO PLASTIC POLKA TRAY,655,18.71,35,245.1,7.0,35,24,7.002857142857143,18.714285714285715,0.0055312283936390875
79190D,RETRO PLASTIC DAISY TRAY,227,9.08,25,95.34,3.81,25,16,3.8136,9.08,0.0036874855957593914
79191B,RETRO PLASTIC POLKA TRAY,154,5.92,26,130.9,5.03,26,23,5.0346153846153845,5.923076923076923,0.005300760543904126
79191C,RETRO PLASTIC ELEPHANT TRAY,1105,17.0,65,812.53,12.5,65,57,12.500461538461538,17.0,0.013136667434892833
79191D,RETRO PLASTIC DAISY TRAY,25,3.57,7,21.25,3.04,7,7,3.0357142857142856,3.5714285714285716,0.0016132749481447338
79192A,RETRO PLASTIC 70'S TRAY,3,1.5,2,3.75,1.88,2,2,1.875,1.5,0.0004609356994699239
79302M,"ART LIGHTS,FUNK MONKEY",355,7.4,48,950.45,19.8,47,26,20.222340425531915,7.553191489361702,0.005992164093109011
79321,CHILLI LIGHTS,9650,18.42,524,46286.51,88.33,519,205,89.18402697495183,18.59344894026975,0.04724590919566721
79323B,BLACK CHERRY LIGHTS,8,8.0,1,54.0,54.0,1,1,54.0,8.0,0.00023046784973496196
79323P,PINK CHERRY LIGHTS,4,4.0,1,27.0,27.0,1,1,27.0,4.0,0.00023046784973496196
79329,PINK FLOCK GLASS CANDLEHOLDER,12,6.0,2,12.18,6.09,2,2,6.09,6.0,0.0004609356994699239
79331,PINK FLOCK GLASS CANDLEHOLDER,26,8.67,3,17.5,5.83,3,3,5.833333333333333,8.666666666666666,0.0006914035492048859
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,36,12.0,3,13.68,4.56,3,2,4.56,12.0,0.0004609356994699239
79337,BLUE FLOCK GLASS CANDLEHOLDER,644,64.4,10,259.96,26.0,10,9,25.996,64.4,0.0020742106476146576
79403,FROSTED WHITE BASE ,89,8.09,11,75.65,6.88,11,9,6.877272727272728,8.090909090909092,0.0020742106476146576
